"cm_id","X_Easting","Y_Northing","timestamp","group"
"137",1430019.45342504,5083170.93437398,2020-02-07 00:37:07,8
"137",1430019.45342504,5083170.93437398,2020-02-07 00:42:25,9
"137",1430019.45342504,5083170.93437398,2020-02-07 00:47:16,10
"137",1430011.34142565,5083154.93927798,2020-02-07 00:52:06,11
"137",1430011.34142565,5083154.93927798,2020-02-07 00:57:01,12
"137",1430011.34142565,5083154.93927798,2020-02-07 01:02:20,13
"137",1430011.34142565,5083154.93927798,2020-02-07 01:07:11,14
"137",1430011.34142565,5083154.93927798,2020-02-07 01:12:04,15
"137",1430011.34142565,5083154.93927798,2020-02-07 01:17:23,16
"137",1430011.34142565,5083154.93927798,2020-02-07 01:22:14,17
"137",1430011.34142565,5083154.93927798,2020-02-07 01:27:03,18
